2.369659863945578	2.369659863945578	
9.646439909297051	9.646439909297051	
12.034829931972789	12.034829931972789	
14.43482993197279	14.43482993197279	
16.846439909297054	16.846439909297054	
19.192879818594104	19.192879818594104	
21.634829931972792	21.634829931972792	
23.958049886621314	23.958049886621314	
24.058049886621315	24.058049886621315	
26.43482993197279	26.43482993197279	
28.83482993197279	28.83482993197279	
31.146439909297055	31.146439909297055	
33.65804988662131	33.65804988662131	
36.05804988662131	36.05804988662131	
38.36965986394558	38.36965986394558	
40.834829931972784	40.834829931972784	
43.269659863945584	43.269659863945584	
45.66965986394558	45.66965986394558	
48.03482993197279	48.03482993197279	
50.434829931972786	50.434829931972786	
52.85804988662131	52.85804988662131	
55.29287981859411	55.29287981859411	
60.04643990929705	60.04643990929705	
62.334829931972784	62.334829931972784	
64.78126984126985	64.78126984126985	
67.2348299319728	67.2348299319728	
